% Flood Neural Network. Car problem results data file.
% Final time: 0.707527
% Final position error: 0.877454
% Final velocity error: -0.335355
% Column data:
%  1 - Time
%  2 - Position
%  3 - Velocity
%  4 - Acceleration
%  5 - Deceleration

0 0 0 0.525382 0
0.000707527 1.31492e-07 0.000371679 0.52526 0
0.00141505 5.25925e-07 0.000743271 0.525137 0
0.00212258 1.18324e-06 0.00111478 0.525015 0
0.00283011 2.10337e-06 0.0014862 0.524893 0
0.00353764 3.28627e-06 0.00185753 0.524771 0
0.00424516 4.73186e-06 0.00222878 0.524649 0
0.00495269 6.44009e-06 0.00259994 0.524527 0
0.00566022 8.41089e-06 0.00297101 0.524405 0
0.00636775 1.06442e-05 0.003342 0.524283 0
0.00707527 1.314e-05 0.0037129 0.524161 0
0.0077828 1.58981e-05 0.00408371 0.52404 0
0.00849033 1.89186e-05 0.00445444 0.523918 0
0.00919786 2.22014e-05 0.00482509 0.523796 0
0.00990538 2.57464e-05 0.00519564 0.523675 0
0.0106129 2.95535e-05 0.00556612 0.523554 0
0.0113204 3.36227e-05 0.0059365 0.523432 0
0.012028 3.7954e-05 0.0063068 0.523311 0
0.0127355 4.25472e-05 0.00667701 0.52319 0
0.013443 4.74023e-05 0.00704714 0.523068 0
0.0141505 5.25192e-05 0.00741718 0.522947 0
0.0148581 5.7898e-05 0.00778714 0.522826 0
0.0155656 6.35384e-05 0.00815701 0.522705 0
0.0162731 6.94406e-05 0.0085268 0.522584 0
0.0169807 7.56043e-05 0.0088965 0.522463 0
0.0176882 8.20296e-05 0.00926611 0.522343 0
0.0183957 8.87163e-05 0.00963564 0.522222 0
0.0191032 9.56645e-05 0.0100051 0.522101 0
0.0198108 0.000102874 0.0103744 0.521981 0
0.0205183 0.000110345 0.0107437 0.52186 0
0.0212258 0.000118077 0.0111129 0.52174 0
0.0219333 0.00012607 0.011482 0.521619 0
0.0226409 0.000134325 0.011851 0.521499 0
0.0233484 0.00014284 0.01222 0.521379 0
0.0240559 0.000151617 0.0125888 0.521258 0
0.0247635 0.000160654 0.0129576 0.521138 0
0.025471 0.000169952 0.0133262 0.521018 0
0.0261785 0.000179511 0.0136948 0.520898 0
0.026886 0.000189331 0.0140633 0.520778 0
0.0275936 0.000199412 0.0144318 0.520658 0
0.0283011 0.000209753 0.0148001 0.520538 0
0.0290086 0.000220355 0.0151684 0.520419 0
0.0297161 0.000231217 0.0155365 0.520299 0
0.0304237 0.00024234 0.0159046 0.520179 0
0.0311312 0.000253723 0.0162726 0.52006 0
0.0318387 0.000265366 0.0166405 0.51994 0
0.0325463 0.00027727 0.0170083 0.519821 0
0.0332538 0.000289434 0.0173761 0.519701 0
0.0339613 0.000301858 0.0177438 0.519582 0
0.0346688 0.000314542 0.0181113 0.519463 0
0.0353764 0.000327487 0.0184788 0.519344 0
0.0360839 0.000340691 0.0188462 0.519225 0
0.0367914 0.000354155 0.0192136 0.519105 0
0.0374989 0.000367879 0.0195808 0.518986 0
0.0382065 0.000381863 0.0199479 0.518867 0
0.038914 0.000396106 0.020315 0.518749 0
0.0396215 0.00041061 0.020682 0.51863 0
0.0403291 0.000425373 0.0210489 0.518511 0
0.0410366 0.000440395 0.0214157 0.518392 0
0.0417441 0.000455677 0.0217825 0.518274 0
0.0424516 0.000471218 0.0221491 0.518155 0
0.0431592 0.000487019 0.0225157 0.518037 0
0.0438667 0.000503079 0.0228822 0.517918 0
0.0445742 0.000519399 0.0232486 0.5178 0
0.0452817 0.000535977 0.0236149 0.517682 0
0.0459893 0.000552815 0.0239811 0.517563 0
0.0466968 0.000569912 0.0243473 0.517445 0
0.0474043 0.000587268 0.0247133 0.517327 0
0.0481119 0.000604882 0.0250793 0.517209 0
0.0488194 0.000622756 0.0254452 0.517091 0
0.0495269 0.000640889 0.025811 0.516973 0
0.0502344 0.00065928 0.0261767 0.516855 0
0.050942 0.00067793 0.0265424 0.516738 0
0.0516495 0.000696839 0.026908 0.51662 0
0.052357 0.000716006 0.0272734 0.516502 0
0.0530645 0.000735432 0.0276388 0.516385 0
0.0537721 0.000755117 0.0280042 0.516267 0
0.0544796 0.00077506 0.0283694 0.516149 0
0.0551871 0.000795261 0.0287345 0.516032 0
0.0558947 0.000815721 0.0290996 0.515915 0
0.0566022 0.000836439 0.0294646 0.515797 0
0.0573097 0.000857415 0.0298295 0.51568 0
0.0580172 0.000878649 0.0301943 0.515563 0
0.0587248 0.000900141 0.030559 0.515446 0
0.0594323 0.000921892 0.0309237 0.515329 0
0.0601398 0.0009439 0.0312882 0.515212 0
0.0608473 0.000966166 0.0316527 0.515095 0
0.0615549 0.00098869 0.0320171 0.514978 0
0.0622624 0.00101147 0.0323815 0.514861 0
0.0629699 0.00103451 0.0327457 0.514745 0
0.0636775 0.00105781 0.0331098 0.514628 0
0.064385 0.00108136 0.0334739 0.514511 0
0.0650925 0.00110518 0.0338379 0.514395 0
0.0658 0.00112925 0.0342018 0.514278 0
0.0665076 0.00115357 0.0345656 0.514162 0
0.0672151 0.00117816 0.0349294 0.514046 0
0.0679226 0.001203 0.035293 0.513929 0
0.0686301 0.0012281 0.0356566 0.513813 0
0.0693377 0.00125346 0.0360201 0.513697 0
0.0700452 0.00127907 0.0363835 0.513581 0
0.0707527 0.00130494 0.0367469 0.513465 0
0.0714603 0.00133107 0.0371101 0.513349 0
0.0721678 0.00135745 0.0374733 0.513233 0
0.0728753 0.0013841 0.0378364 0.513117 0
