% Flood Neural Network. Isoperimetric problem results data file.
% Column data:
%  1 - Independent variable (t)
%  2 - Dependent variable (x)
%  3 - Dependent variable (y)

0 0 0
0.001 0.000924266 -0.000541729
0.002 0.00185301 -0.00107961
0.003 0.0027862 -0.00161366
0.004 0.00372381 -0.00214387
0.005 0.00466582 -0.00267025
0.006 0.0056122 -0.00319281
0.007 0.00656292 -0.00371154
0.008 0.00751796 -0.00422647
0.009 0.00847728 -0.00473758
0.01 0.00944088 -0.00524489
0.011 0.0104087 -0.00574839
0.012 0.0113807 -0.00624811
0.013 0.012357 -0.00674403
0.014 0.0133373 -0.00723617
0.015 0.0143219 -0.00772453
0.016 0.0153105 -0.00820912
0.017 0.0163032 -0.00868994
0.018 0.0172999 -0.009167
0.019 0.0183007 -0.00964029
0.02 0.0193054 -0.0101098
0.021 0.0203142 -0.0105756
0.022 0.0213269 -0.0110377
0.023 0.0223435 -0.011496
0.024 0.023364 -0.0119506
0.025 0.0243884 -0.0124015
0.026 0.0254166 -0.0128486
0.027 0.0264486 -0.013292
0.028 0.0274844 -0.0137317
0.029 0.028524 -0.0141677
0.03 0.0295674 -0.0146001
0.031 0.0306144 -0.0150287
0.032 0.0316651 -0.0154536
0.033 0.0327195 -0.0158749
0.034 0.0337775 -0.0162924
0.035 0.0348391 -0.0167063
0.036 0.0359043 -0.0171166
0.037 0.0369731 -0.0175232
0.038 0.0380454 -0.0179261
0.039 0.0391212 -0.0183254
0.04 0.0402005 -0.018721
0.041 0.0412832 -0.019113
0.042 0.0423694 -0.0195014
0.043 0.043459 -0.0198861
0.044 0.0445519 -0.0202672
0.045 0.0456482 -0.0206447
0.046 0.0467478 -0.0210187
0.047 0.0478507 -0.021389
0.048 0.0489569 -0.0217557
0.049 0.0500664 -0.0221188
0.05 0.051179 -0.0224783
0.051 0.0522949 -0.0228343
0.052 0.0534139 -0.0231867
0.053 0.0545361 -0.0235355
0.054 0.0556614 -0.0238808
0.055 0.0567898 -0.0242225
0.056 0.0579213 -0.0245606
0.057 0.0590558 -0.0248952
0.058 0.0601933 -0.0252263
0.059 0.0613338 -0.0255539
0.06 0.0624773 -0.0258779
0.061 0.0636238 -0.0261984
0.062 0.0647732 -0.0265155
0.063 0.0659254 -0.026829
0.064 0.0670805 -0.027139
0.065 0.0682385 -0.0274455
0.066 0.0693993 -0.0277485
0.067 0.0705629 -0.0280481
0.068 0.0717293 -0.0283442
0.069 0.0728984 -0.0286368
0.07 0.0740702 -0.0289259
0.071 0.0752447 -0.0292116
0.072 0.0764219 -0.0294939
0.073 0.0776017 -0.0297727
0.074 0.0787842 -0.0300481
0.075 0.0799692 -0.0303201
0.076 0.0811568 -0.0305886
0.077 0.082347 -0.0308538
0.078 0.0835397 -0.0311155
0.079 0.0847348 -0.0313738
0.08 0.0859325 -0.0316287
0.081 0.0871326 -0.0318803
0.082 0.0883351 -0.0321284
0.083 0.08954 -0.0323732
0.084 0.0907473 -0.0326146
0.085 0.091957 -0.0328527
0.086 0.093169 -0.0330874
0.087 0.0943832 -0.0333188
0.088 0.0955998 -0.0335468
0.089 0.0968186 -0.0337715
0.09 0.0980396 -0.0339928
0.091 0.0992628 -0.0342109
0.092 0.100488 -0.0344256
0.093 0.101716 -0.034637
0.094 0.102946 -0.0348452
0.095 0.104177 -0.03505
0.096 0.105411 -0.0352516
0.097 0.106647 -0.0354498
0.098 0.107885 -0.0356449
0.099 0.109125 -0.0358366
0.1 0.110367 -0.0360251
0.101 0.111611 -0.0362103
0.102 0.112857 -0.0363923
0.103 0.114105 -0.0365711
0.104 0.115354 -0.0367466
0.105 0.116606 -0.0369189
0.106 0.117859 -0.0370881
0.107 0.119115 -0.037254
0.108 0.120372 -0.0374166
0.109 0.12163 -0.0375762
0.11 0.122891 -0.0377325
0.111 0.124153 -0.0378856
0.112 0.125417 -0.0380356
0.113 0.126683 -0.0381824
0.114 0.12795 -0.0383261
0.115 0.129219 -0.0384666
0.116 0.13049 -0.038604
0.117 0.131762 -0.0387382
0.118 0.133035 -0.0388693
0.119 0.134311 -0.0389973
0.12 0.135587 -0.0391222
0.121 0.136865 -0.039244
0.122 0.138145 -0.0393627
0.123 0.139426 -0.0394783
0.124 0.140709 -0.0395909
0.125 0.141993 -0.0397003
0.126 0.143278 -0.0398067
0.127 0.144565 -0.03991
0.128 0.145853 -0.0400103
0.129 0.147142 -0.0401076
0.13 0.148433 -0.0402018
0.131 0.149725 -0.040293
0.132 0.151018 -0.0403811
0.133 0.152312 -0.0404663
0.134 0.153607 -0.0405484
0.135 0.154904 -0.0406276
0.136 0.156202 -0.0407038
0.137 0.157501 -0.0407769
0.138 0.158801 -0.0408472
0.139 0.160102 -0.0409144
0.14 0.161404 -0.0409787
0.141 0.162707 -0.0410401
0.142 0.164012 -0.0410985
0.143 0.165317 -0.041154
0.144 0.166623 -0.0412065
0.145 0.16793 -0.0412562
0.146 0.169238 -0.0413029
0.147 0.170547 -0.0413467
0.148 0.171857 -0.0413877
0.149 0.173167 -0.0414257
0.15 0.174479 -0.0414609
0.151 0.175791 -0.0414932
0.152 0.177104 -0.0415227
0.153 0.178418 -0.0415493
0.154 0.179733 -0.041573
0.155 0.181048 -0.0415939
0.156 0.182364 -0.041612
0.157 0.183681 -0.0416273
0.158 0.184998 -0.0416398
0.159 0.186316 -0.0416495
0.16 0.187634 -0.0416563
0.161 0.188954 -0.0416604
0.162 0.190273 -0.0416617
0.163 0.191594 -0.0416603
0.164 0.192914 -0.041656
0.165 0.194236 -0.0416491
0.166 0.195557 -0.0416393
0.167 0.19688 -0.0416269
0.168 0.198202 -0.0416117
0.169 0.199525 -0.0415938
0.17 0.200849 -0.0415732
0.171 0.202173 -0.0415499
0.172 0.203497 -0.0415239
0.173 0.204821 -0.0414952
0.174 0.206146 -0.0414638
0.175 0.207471 -0.0414298
0.176 0.208796 -0.0413931
0.177 0.210122 -0.0413537
0.178 0.211448 -0.0413118
0.179 0.212774 -0.0412671
0.18 0.2141 -0.0412199
0.181 0.215426 -0.04117
0.182 0.216753 -0.0411175
0.183 0.21808 -0.0410625
0.184 0.219406 -0.0410048
0.185 0.220733 -0.0409446
0.186 0.22206 -0.0408818
0.187 0.223387 -0.0408164
0.188 0.224713 -0.0407484
0.189 0.22604 -0.040678
0.19 0.227367 -0.0406049
0.191 0.228694 -0.0405294
0.192 0.230021 -0.0404513
0.193 0.231347 -0.0403707
0.194 0.232674 -0.0402877
0.195 0.234 -0.0402021
0.196 0.235326 -0.040114
0.197 0.236652 -0.0400235
0.198 0.237978 -0.0399305
0.199 0.239303 -0.039835
0.2 0.240629 -0.0397371
0.201 0.241954 -0.0396367
0.202 0.243279 -0.0395339
0.203 0.244603 -0.0394287
0.204 0.245927 -0.0393211
0.205 0.247251 -0.0392111
0.206 0.248575 -0.0390986
0.207 0.249898 -0.0389838
0.208 0.25122 -0.0388666
0.209 0.252543 -0.0387471
0.21 0.253864 -0.0386252
0.211 0.255186 -0.0385009
0.212 0.256507 -0.0383743
0.213 0.257827 -0.0382454
0.214 0.259147 -0.0381141
0.215 0.260466 -0.0379805
0.216 0.261785 -0.0378446
0.217 0.263103 -0.0377064
0.218 0.26442 -0.037566
0.219 0.265737 -0.0374232
0.22 0.267054 -0.0372782
0.221 0.268369 -0.037131
0.222 0.269684 -0.0369814
0.223 0.270998 -0.0368297
0.224 0.272312 -0.0366757
0.225 0.273625 -0.0365195
0.226 0.274937 -0.0363611
0.227 0.276248 -0.0362004
0.228 0.277558 -0.0360376
0.229 0.278868 -0.0358726
0.23 0.280176 -0.0357054
0.231 0.281484 -0.0355361
0.232 0.282791 -0.0353646
0.233 0.284097 -0.0351909
0.234 0.285403 -0.0350152
0.235 0.286707 -0.0348372
0.236 0.28801 -0.0346572
0.237 0.289313 -0.0344751
0.238 0.290614 -0.0342908
0.239 0.291914 -0.0341045
0.24 0.293213 -0.0339161
0.241 0.294512 -0.0337256
0.242 0.295809 -0.0335331
0.243 0.297105 -0.0333385
0.244 0.2984 -0.0331418
0.245 0.299694 -0.0329431
0.246 0.300986 -0.0327424
0.247 0.302278 -0.0325397
0.248 0.303568 -0.032335
0.249 0.304857 -0.0321283
0.25 0.306145 -0.0319196
0.251 0.307432 -0.0317089
0.252 0.308717 -0.0314963
0.253 0.310001 -0.0312817
0.254 0.311284 -0.0310652
0.255 0.312566 -0.0308467
0.256 0.313846 -0.0306263
0.257 0.315125 -0.0304039
0.258 0.316402 -0.0301797
0.259 0.317678 -0.0299536
0.26 0.318953 -0.0297256
0.261 0.320226 -0.0294956
0.262 0.321498 -0.0292639
0.263 0.322768 -0.0290302
0.264 0.324037 -0.0287948
0.265 0.325304 -0.0285574
0.266 0.32657 -0.0283183
0.267 0.327834 -0.0280773
0.268 0.329097 -0.0278345
0.269 0.330358 -0.02759
0.27 0.331618 -0.0273436
0.271 0.332876 -0.0270954
0.272 0.334132 -0.0268455
0.273 0.335386 -0.0265938
0.274 0.336639 -0.0263404
0.275 0.337891 -0.0260852
0.276 0.33914 -0.0258283
0.277 0.340388 -0.0255696
0.278 0.341634 -0.0253093
0.279 0.342879 -0.0250472
0.28 0.344122 -0.0247835
0.281 0.345362 -0.0245181
0.282 0.346601 -0.024251
0.283 0.347839 -0.0239822
0.284 0.349074 -0.0237118
0.285 0.350308 -0.0234397
0.286 0.351539 -0.023166
0.287 0.352769 -0.0228907
0.288 0.353997 -0.0226138
0.289 0.355223 -0.0223352
0.29 0.356447 -0.0220551
0.291 0.357669 -0.0217734
0.292 0.358889 -0.0214901
0.293 0.360107 -0.0212053
0.294 0.361323 -0.0209189
0.295 0.362537 -0.0206309
0.296 0.363749 -0.0203415
0.297 0.364958 -0.0200505
0.298 0.366166 -0.019758
0.299 0.367372 -0.0194639
0.3 0.368575 -0.0191684
0.301 0.369777 -0.0188714
0.302 0.370976 -0.018573
0.303 0.372173 -0.0182731
0.304 0.373368 -0.0179717
0.305 0.374561 -0.0176689
