% Flood Neural Network. Quasi-Newton Method Training History.
ElapsedTimeHistory:
-2.23439e-39 5.97938e-270 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
FreeParametersHistory:
-0.735009 0.769953 -0.874214 0.0786336 0.294858 -0.883963 -1.20997 1.86049 0.829136 1.23841 1.45008 -0.314167 -0.326497 1.41514 0.457277 -0.0711859 0.221453 1.10618 -0.792626 
-0.424319 0.887191 -0.807474 0.101764 0.27597 -0.890208 -1.16964 1.87721 0.924712 1.26035 1.39696 -0.334183 -0.0481279 1.29581 0.265307 -0.0718601 0.0937818 1.33618 -0.550137 
-0.396126 0.377513 -0.806718 0.0297368 0.266745 -0.866056 -1.18248 1.84303 1.17634 1.24965 1.43117 -0.243223 -0.0293187 0.881717 0.222526 0.307743 -0.622344 1.24497 -0.488813 
-0.398164 0.375162 -0.809118 0.028858 0.278361 -0.860887 -1.19677 1.83717 1.17538 1.24934 1.43256 -0.242775 -0.0219388 0.881923 0.218159 0.307025 -0.626132 1.25359 -0.482215 
-0.451949 0.400641 -0.838194 0.0278723 0.372702 -0.845305 -0.963705 2.08013 1.15608 1.26103 1.44529 -0.258242 0.0339747 0.920928 0.187903 0.293305 -0.6669 1.3295 -0.438637 
-0.447501 0.407687 -0.837749 0.0286832 0.37372 -0.843542 -0.965622 2.07898 1.15441 1.26169 1.44454 -0.259295 0.0381323 0.922055 0.185174 0.288678 -0.659447 1.33438 -0.435422 
-0.450941 0.410063 -0.83822 0.0289546 0.372287 -0.8432 -0.963217 2.08027 1.15138 1.26186 1.44483 -0.259712 0.0332397 0.925122 0.188565 0.285057 -0.653828 1.33076 -0.439986 
-0.447683 0.415385 -0.837895 0.0295726 0.372996 -0.841972 -0.964688 2.07991 1.14998 1.26246 1.44427 -0.260524 0.0362453 0.926093 0.186599 0.281579 -0.648833 1.33438 -0.437685 
-0.462723 0.439474 -0.846146 0.0314393 0.399001 -0.834965 -0.892497 2.15596 1.13523 1.26787 1.44699 -0.267931 0.0501157 0.946224 0.179926 0.262258 -0.64391 1.35794 -0.42846 
-0.45539 0.448302 -0.841208 0.0335364 0.382255 -0.837166 -0.932881 2.1284 1.12698 1.27048 1.4441 -0.268114 0.0369288 0.948381 0.188191 0.251768 -0.637767 1.34646 -0.440382 
-0.482001 0.651697 -0.858668 0.0593988 0.42045 -0.824176 -1.01976 2.4791 0.925578 1.37453 1.44065 -0.315087 0.0279675 1.08301 0.20333 0.0857609 -0.798473 1.43553 -0.469697 
-0.488134 0.629125 -0.859133 0.0572241 0.420288 -0.825835 -1.03676 2.48435 0.932856 1.37642 1.44221 -0.312006 0.0251389 1.07202 0.204688 0.100493 -0.841639 1.43014 -0.470613 
-0.483604 0.631257 -0.858643 0.0574775 0.420725 -0.82565 -1.04121 2.4834 0.933635 1.37713 1.44165 -0.312314 0.0295988 1.07126 0.201654 0.100588 -0.842435 1.43437 -0.466797 
-0.487719 0.626936 -0.859114 0.057278 0.42045 -0.826123 -1.05765 2.48643 0.928748 1.38027 1.44219 -0.312025 0.0252164 1.07169 0.204649 0.101238 -0.857077 1.43239 -0.470562 
-0.485119 0.628804 -0.858842 0.0575032 0.420693 -0.825968 -1.06064 2.48594 0.928574 1.38083 1.44183 -0.312316 0.0276277 1.07171 0.203033 0.100725 -0.856901 1.43494 -0.468562 
-0.488657 0.630781 -0.859309 0.0579317 0.420342 -0.825918 -1.07131 2.48862 0.920896 1.3835 1.44203 -0.312947 0.0228574 1.07573 0.206469 0.0967056 -0.859634 1.43362 -0.473145 
-0.486263 0.632422 -0.859055 0.0581346 0.420556 -0.825791 -1.07406 2.48832 0.920789 1.38404 1.44171 -0.31321 0.0251012 1.07571 0.204962 0.0962975 -0.859794 1.43597 -0.47128 
-0.489581 0.633692 -0.859472 0.0584986 0.420246 -0.825809 -1.08387 2.49202 0.913969 1.38666 1.44189 -0.313771 0.0208899 1.07912 0.207992 0.0930039 -0.864582 1.43488 -0.475319 
-0.487294 0.635295 -0.859227 0.0586988 0.42044 -0.825691 -1.08641 2.49182 0.913859 1.38717 1.44158 -0.314033 0.0230334 1.07913 0.206555 0.0925866 -0.864778 1.43713 -0.473542 
-0.490421 0.636868 -0.859613 0.059103 0.420148 -0.825694 -1.09514 2.49624 0.907176 1.38976 1.44171 -0.314669 0.0191171 1.08261 0.209391 0.0891756 -0.869613 1.43628 -0.47735 
-0.488214 0.638436 -0.859374 0.0593006 0.420326 -0.825585 -1.0975 2.49614 0.907073 1.39026 1.4414 -0.31493 0.0211884 1.08264 0.208003 0.0887583 -0.869854 1.43845 -0.475636 
-0.491188 0.640189 -0.859732 0.0597321 0.420052 -0.82558 -1.1053 2.5012 0.90056 1.39281 1.44149 -0.31562 0.0175361 1.08614 0.210663 0.0853059 -0.874857 1.43781 -0.479231 
-0.489039 0.641734 -0.859497 0.0599282 0.420217 -0.825479 -1.10751 2.50117 0.900465 1.3933 1.44118 -0.315882 0.019556 1.08617 0.209311 0.0848881 -0.87513 1.43993 -0.477562 
-0.49189 0.643643 -0.859832 0.0603838 0.419958 -0.825468 -1.11447 2.50679 0.894095 1.39581 1.44124 -0.316621 0.0161251 1.0897 0.211823 0.0813958 -0.880252 1.43945 -0.480979 
-0.489781 0.645172 -0.8596 0.0605791 0.420111 -0.825373 -1.11657 2.50682 0.894011 1.3963 1.44093 -0.316883 0.0181098 1.08974 0.210495 0.0809777 -0.880551 1.44153 -0.479341 
-0.492537 0.647205 -0.859915 0.0610553 0.419867 -0.825358 -1.12281 2.51292 0.887767 1.39878 1.44096 -0.317664 0.0148656 1.09328 0.212884 0.0774538 -0.885768 1.4412 -0.482609 
-0.490454 0.648724 -0.859684 0.0612504 0.42001 -0.825269 -1.12481 2.513 0.887695 1.39926 1.44065 -0.317928 0.0168269 1.09334 0.211573 0.0770356 -0.886085 1.44325 -0.480993 
-0.493134 0.650855 -0.859982 0.0617438 0.419779 -0.825251 -1.13041 2.51952 0.88156 1.40171 1.44065 -0.318745 0.0137402 1.09689 0.213858 0.0734872 -0.891374 1.44304 -0.484135 
-0.491068 0.652368 -0.859751 0.0619391 0.419913 -0.825167 -1.13233 2.51964 0.8815 1.40219 1.44035 -0.31901 0.0156866 1.09695 0.212557 0.073069 -0.891705 1.44507 -0.482532 
-0.493691 0.654576 -0.860035 0.0624468 0.419696 -0.825147 -1.13739 2.5265 0.875461 1.40462 1.44032 -0.319858 0.0127328 1.10052 0.214754 0.0695027 -0.89705 1.44495 -0.485568 
-0.491636 0.656086 -0.859804 0.0626426 0.419821 -0.825068 -1.13925 2.52665 0.875413 1.40508 1.44002 -0.320124 0.0146701 1.10059 0.21346 0.0690847 -0.897392 1.44697 -0.483974 
-0.494215 0.658351 -0.860075 0.0631622 0.419617 -0.825047 -1.14384 2.5338 0.869458 1.40749 1.43998 -0.320998 0.0118288 1.10416 0.215583 0.0655061 -0.902777 1.44693 -0.48692 
-0.492165 0.659859 -0.859844 0.0633584 0.419734 -0.824973 -1.14565 2.53398 0.869421 1.40795 1.43967 -0.321266 0.0137605 1.10423 0.214293 0.0650883 -0.903127 1.44894 -0.485331 
-0.494711 0.662166 -0.860105 0.063888 0.419543 -0.824951 -1.14984 2.54137 0.863539 1.41034 1.43961 -0.322162 0.0110148 1.10782 0.216353 0.0615019 -0.908543 1.44898 -0.488201 
-0.492664 0.663674 -0.859873 0.0640847 0.419652 -0.824882 -1.15162 2.54157 0.863513 1.4108 1.43931 -0.322432 0.0129431 1.10789 0.215066 0.0610847 -0.908899 1.45098 -0.486617 
-0.495186 0.666008 -0.860125 0.0646224 0.419473 -0.824859 -1.15548 2.54916 0.857694 1.41317 1.43923 -0.323347 0.010279 1.11148 0.217073 0.0574943 -0.914336 1.45108 -0.489421 
-0.49314 0.667516 -0.859893 0.0648197 0.419575 -0.824795 -1.15722 2.54938 0.857679 1.41363 1.43893 -0.323618 0.0122051 1.11156 0.215788 0.0570776 -0.914697 1.45307 -0.487839 
-0.495645 0.669868 -0.860136 0.065364 0.419408 -0.824772 -1.16079 2.55713 0.851916 1.41597 1.43884 -0.324548 0.00961111 1.11515 0.217749 0.0534869 -0.920149 1.45322 -0.490587 
-0.493599 0.671375 -0.859903 0.0655618 0.419503 -0.824712 -1.16251 2.55736 0.85191 1.41643 1.43853 -0.324821 0.0115355 1.11524 0.216466 0.0530709 -0.920513 1.45521 -0.489008 
-0.496093 0.673736 -0.86014 0.0661115 0.419348 -0.824691 -1.16585 2.56525 0.846195 1.41876 1.43844 -0.325765 0.00900207 1.11883 0.218387 0.0494824 -0.925975 1.4554 -0.491707 
-0.494046 0.675243 -0.859907 0.0663098 0.419435 -0.824635 -1.16754 2.56549 0.846198 1.41922 1.43813 -0.326039 0.0109248 1.11892 0.217106 0.0490671 -0.926342 1.45739 -0.490131 
-0.496533 0.677605 -0.860138 0.0668637 0.419293 -0.824614 -1.17068 2.57348 0.840527 1.42154 1.43802 -0.326994 0.0084443 1.12251 0.218992 0.0454832 -0.931809 1.45762 -0.492787 
-0.494486 0.679111 -0.859904 0.0670624 0.419373 -0.824563 -1.17236 2.57373 0.840538 1.42199 1.43771 -0.327269 0.0103651 1.12261 0.217713 0.0450689 -0.932178 1.4596 -0.491213 
-0.49697 0.681468 -0.86013 0.0676199 0.419243 -0.824543 -1.17534 2.5818 0.834906 1.42429 1.4376 -0.328234 0.00793122 1.1262 0.219569 0.0414916 -0.937646 1.45987 -0.493832 
-0.494922 0.682973 -0.859895 0.0678189 0.419315 -0.824496 -1.177 2.58206 0.834925 1.42475 1.43729 -0.32851 0.00984965 1.1263 0.218292 0.0410782 -0.938017 1.46184 -0.492261 
-0.497405 0.685321 -0.860116 0.0683791 0.419197 -0.824477 -1.17984 2.5902 0.829328 1.42704 1.43717 -0.329483 0.00745729 1.12988 0.220122 0.0375093 -0.943484 1.46214 -0.494846 
-0.495357 0.686825 -0.859881 0.0685784 0.419262 -0.824436 -1.1815 2.59046 0.829354 1.42749 1.43686 -0.32976 0.00937287 1.12998 0.218847 0.0370969 -0.943856 1.46411 -0.493278 
-0.497841 0.689159 -0.860098 0.0691407 0.419156 -0.824418 -1.18422 2.59865 0.823789 1.42977 1.43673 -0.33074 0.00701777 1.13357 0.220653 0.0335375 -0.94932 1.46443 -0.495833 
-0.495794 0.690661 -0.859863 0.0693402 0.419214 -0.82438 -1.18587 2.59891 0.823822 1.43022 1.43642 -0.331018 0.00893005 1.13367 0.219381 0.0331263 -0.949693 1.4664 -0.494269 
-0.498281 0.692979 -0.860076 0.0699041 0.41912 -0.824364 -1.1885 2.60714 0.818287 1.43249 1.43629 -0.332004 0.00660897 1.13725 0.221165 0.0295779 -0.955152 1.46675 -0.496796 
-0.496234 0.694478 -0.85984 0.0701037 0.419171 -0.824331 -1.19013 2.60741 0.818327 1.43294 1.43597 -0.332283 0.00851735 1.13736 0.219896 0.0291679 -0.955524 1.46871 -0.495236 
-0.498725 0.696777 -0.86005 0.0706688 0.419088 -0.824317 -1.19268 2.61566 0.81282 1.43519 1.43584 -0.333273 0.00622755 1.14093 0.22166 0.0256316 -0.960976 1.46908 -0.497737 
-0.49668 0.698273 -0.859814 0.0708684 0.419132 -0.824288 -1.19431 2.61593 0.812867 1.43565 1.43552 -0.333553 0.00813154 1.14105 0.220395 0.0252229 -0.961349 1.47103 -0.496181 
-0.499175 0.700551 -0.860021 0.0714344 0.419061 -0.824275 -1.19679 2.6242 0.807387 1.43788 1.43538 -0.334548 0.00587086 1.14461 0.222139 0.0216995 -0.966792 1.47143 -0.498659 
-0.497132 0.702044 -0.859785 0.071634 0.419098 -0.824251 -1.19841 2.62447 0.807439 1.43834 1.43507 -0.334828 0.00776999 1.14473 0.220879 0.0212921 -0.967166 1.47338 -0.497108 
-0.499633 0.704299 -0.859988 0.0722004 0.419038 -0.82424 -1.20084 2.63275 0.801986 1.44056 1.43492 -0.335827 0.00553675 1.14828 0.222605 0.0177827 -0.972599 1.47379 -0.499563 
-0.497591 0.705789 -0.859753 0.0723999 0.419068 -0.82422 -1.20246 2.63302 0.802044 1.44102 1.43461 -0.336108 0.00743052 1.14841 0.221349 0.0173767 -0.972972 1.47573 -0.498017 
-0.500098 0.708019 -0.859953 0.0729666 0.41902 -0.824211 -1.20483 2.6413 0.796617 1.44323 1.43446 -0.33711 0.00522336 1.15195 0.223059 0.0138818 -0.978394 1.47616 -0.500451 
-0.498059 0.709505 -0.859717 0.073166 0.419043 -0.824196 -1.20644 2.64157 0.796681 1.44369 1.43415 -0.337391 0.00711137 1.15208 0.221807 0.0134772 -0.978767 1.47809 -0.498911 
-0.500572 0.71171 -0.859915 0.0737325 0.419006 -0.824188 -1.20877 2.64985 0.79128 1.44589 1.43399 -0.338395 0.00492932 1.15562 0.223501 0.00999788 -0.984176 1.47854 -0.501323 
-0.498537 0.713192 -0.859679 0.0739318 0.419023 -0.824177 -1.21038 2.65012 0.79135 1.44635 1.43368 -0.338677 0.0068111 1.15575 0.222253 0.0095948 -0.984549 1.48047 -0.499789 
-0.501055 0.715371 -0.859874 0.0744981 0.418996 -0.824172 -1.21268 2.65839 0.785976 1.44853 1.43352 -0.339684 0.00465332 1.15928 0.223932 0.00613153 -0.989944 1.48094 -0.50218 
-0.499023 0.716849 -0.859639 0.0746972 0.419006 -0.824165 -1.21428 2.65866 0.78605 1.44899 1.43321 -0.339966 0.00652851 1.15941 0.222689 0.00573001 -0.990316 1.48285 -0.500653 
-0.501548 0.719001 -0.859831 0.075263 0.41899 -0.824162 -1.21654 2.66692 0.780703 1.45117 1.43305 -0.340975 0.00439441 1.16293 0.224352 0.00228344 -0.995697 1.48333 -0.503024 
-0.49952 0.720474 -0.859596 0.0754618 0.418994 -0.82416 -1.21814 2.66719 0.780783 1.45162 1.43273 -0.341257 0.00626262 1.16306 0.223115 0.00188352 -0.996069 1.48524 -0.501503 
-0.50205 0.722599 -0.859785 0.076027 0.418989 -0.824159 -1.22037 2.67543 0.775463 1.45378 1.43257 -0.342268 0.00415169 1.16657 0.224763 -0.00154596 -1.00143 1.48574 -0.503855 
-0.500027 0.724067 -0.85955 0.0762256 0.418987 -0.82416 -1.22197 2.6757 0.775548 1.45424 1.43225 -0.34255 0.00601263 1.16671 0.223532 -0.00194424 -1.00181 1.48764 -0.502341 
-0.502562 0.726164 -0.859738 0.07679 0.418992 -0.824161 -1.22417 2.68392 0.770256 1.45639 1.43209 -0.343562 0.0039246 1.1702 0.225164 -0.00535596 -1.00715 1.48815 -0.504673 
-0.500544 0.727627 -0.859503 0.0769882 0.418983 -0.824167 -1.22577 2.68419 0.770347 1.45684 1.43177 -0.343844 0.0057779 1.17034 0.223939 -0.00575255 -1.00752 1.49004 -0.503166 
-0.503085 0.729697 -0.859687 0.0775518 0.418999 -0.824171 -1.22795 2.69239 0.765084 1.45898 1.43161 -0.344858 0.00371249 1.17383 0.225557 -0.00914614 -1.01285 1.49057 -0.505479 
-0.501071 0.731154 -0.859453 0.0777496 0.418983 -0.82418 -1.22954 2.69266 0.765179 1.45943 1.43129 -0.34514 0.00555788 1.17397 0.224337 -0.009541 -1.01322 1.49245 -0.503979 
-0.503617 0.733196 -0.859635 0.0783121 0.419009 -0.824186 -1.23169 2.70084 0.759945 1.46156 1.43112 -0.346155 0.00351497 1.17744 0.225941 -0.0129159 -1.01854 1.49299 -0.506272 
-0.501609 0.734648 -0.859401 0.0785095 0.418988 -0.8242 -1.23328 2.7011 0.760046 1.46201 1.4308 -0.346437 0.00535211 1.17759 0.224727 -0.013309 -1.01891 1.49486 -0.504781 
-0.504159 0.736661 -0.859581 0.0790708 0.419024 -0.824208 -1.23541 2.70925 0.754843 1.46412 1.43063 -0.347452 0.00333162 1.18104 0.226316 -0.0166647 -1.0242 1.49541 -0.507054 
-0.502158 0.738107 -0.859348 0.0792679 0.418997 -0.824226 -1.237 2.70952 0.754948 1.46457 1.43032 -0.347735 0.00516023 1.18119 0.225108 -0.0170559 -1.02457 1.49727 -0.505571 
-0.504712 0.740093 -0.859525 0.0798279 0.419043 -0.824236 -1.23911 2.71763 0.749776 1.46667 1.43014 -0.34875 0.00316209 1.18464 0.226682 -0.0203921 -1.02984 1.49783 -0.507825 
-0.502717 0.741532 -0.859292 0.0800244 0.419009 -0.824258 -1.24069 2.7179 0.749887 1.46712 1.42982 -0.349033 0.00498188 1.18479 0.225482 -0.0207815 -1.03021 1.49968 -0.506349 
-0.505275 0.74349 -0.859467 0.0805831 0.419065 -0.82427 -1.24278 2.72598 0.744747 1.4692 1.42965 -0.350048 0.00300603 1.18822 0.227041 -0.0240978 -1.03546 1.50026 -0.508584 
-0.503286 0.744923 -0.859235 0.0807791 0.419026 -0.824296 -1.24435 2.72625 0.744862 1.46965 1.42933 -0.350331 0.00481681 1.18837 0.225847 -0.0244854 -1.03582 1.5021 -0.507117 
-0.505847 0.746853 -0.859407 0.0813363 0.419091 -0.824311 -1.24643 2.7343 0.739756 1.47171 1.42915 -0.351347 0.00286326 1.19178 0.227391 -0.0277815 -1.04105 1.50268 -0.509332 
-0.503866 0.74828 -0.859175 0.0815318 0.419046 -0.82434 -1.248 2.73456 0.739876 1.47216 1.42884 -0.351629 0.00466474 1.19194 0.226204 -0.0281671 -1.04142 1.50451 -0.507873 
