% Flood Neural Network. Linear Regression Analysis Results.
% 
% OutputVariable0
% Linear regression parameters (y = a + bx):
% a = -2.46252;
% b = 2.62275;
% R = 0.19713;
% Target and output data:
0.51 0.516211
0.61 0.368172
0.72 0.211281
0.8 0.0463015
0.83 -0.125713
0.91 -0.303433
0.95 -0.485299
0.78 -0.669575
0.7 -0.854435
0.66 -1.03805
0.49 -1.21866
0.45 -1.39468
0.19 -1.56475
0.14 -1.72776
0.09 -1.88291
0.21 -2.02965
0.15 -2.16771
0.16 -2.29703
0.25 -2.41777
0.34 -2.5302
0.55 -2.63471
